,id,date,confirmed,location_id
894,958,2020-05-02,2700,20
895,959,2020-05-03,3044,20
896,960,2020-05-04,3362,20
897,1051,2020-05-15,1662,12
898,1052,2020-05-15,151,13
899,1053,2020-05-15,2210,14
900,1054,2020-05-15,1482,15
901,1055,2020-05-15,57,16
902,1056,2020-05-15,67,17
903,1057,2020-05-15,34,18
904,1058,2020-05-15,63,19
905,1059,2020-05-15,7798,20
906,1336,2020-06-15,12193,14
907,1337,2020-06-16,13023,14
908,1338,2020-06-17,14620,14
909,1339,2020-06-15,3959,15
910,1340,2020-06-16,4048,15
911,1341,2020-06-17,4238,15
912,1342,2020-06-15,362,16
913,1343,2020-06-16,391,16
914,1344,2020-06-17,416,16
915,1345,2020-06-15,322,17
916,1346,2020-06-16,343,17
917,1347,2020-06-17,391,17
918,1348,2020-06-15,205,18
919,1349,2020-06-16,211,18
920,1350,2020-06-17,211,18
921,1351,2020-06-15,1177,19
922,1352,2020-06-16,1281,19
923,1353,2020-06-17,1402,19
924,1354,2020-06-15,44143,20
925,1355,2020-06-16,45357,20
926,1356,2020-06-17,46555,20
927,1357,2020-06-18,12639,12
928,1358,2020-06-19,13506,12
929,1359,2020-06-20,14721,12
930,1360,2020-06-21,15751,12
931,1361,2020-06-18,649,13
932,1362,2020-06-19,658,13
933,1363,2020-06-20,700,13
934,1364,2020-06-21,733,13
935,1365,2020-06-18,15898,14
936,1366,2020-06-19,17261,14
937,1367,2020-06-20,18978,14
938,1368,2020-06-21,20822,14
939,1369,2020-06-18,4360,15
940,1370,2020-06-19,4548,15
941,1371,2020-06-20,4806,15
942,1372,2020-06-21,5030,15
943,1373,2020-06-18,489,16
944,1374,2020-06-19,503,16
945,1375,2020-06-20,521,16
946,1376,2020-06-21,564,16
947,1377,2020-06-18,461,17
948,1378,2020-06-19,505,17
949,1379,2020-06-20,544,17
950,1380,2020-06-21,573,17
951,1381,2020-06-18,214,18
952,1382,2020-06-19,218,18
953,1383,2020-06-20,232,18
954,1384,2020-06-21,237,18
955,1385,2020-06-18,1606,19
956,1386,2020-06-19,1758,19
957,1387,2020-06-20,1957,19
958,1388,2020-06-21,2148,19
959,1389,2020-06-18,47522,20
960,1390,2020-06-19,48706,20
961,1391,2020-06-20,50173,20
962,1392,2020-06-21,51441,20
963,1393,2020-06-22,16895,12
964,1394,2020-06-23,18108,12
965,1395,2020-06-24,19214,12
966,1396,2020-06-22,772,13
967,1397,2020-06-23,814,13
968,1398,2020-06-24,889,13
969,1399,2020-06-22,22341,14
970,1400,2020-06-23,24041,14
971,1401,2020-06-24,26156,14
972,1402,2020-06-22,5278,15
973,1403,2020-06-23,5625,15
974,1404,2020-06-24,6075,15
975,1405,2020-06-22,582,16
976,1406,2020-06-23,622,16
977,1407,2020-06-24,670,16
978,1408,2020-06-22,596,17
979,1409,2020-06-23,662,17
980,1410,2020-06-24,713,17
981,1411,2020-06-22,254,18
982,1412,2020-06-23,270,18
983,1413,2020-06-24,299,18
984,1414,2020-06-22,2315,19
985,1415,2020-06-23,2454,19
986,1416,2020-06-24,2618,19
987,1417,2020-06-22,52554,20
988,1418,2020-06-23,53512,20
989,1419,2020-06-24,55162,20
990,1420,2020-06-25,20487,12
991,1421,2020-06-26,21938,12
992,1422,2020-06-25,976,13
993,1423,2020-06-26,1069,13
994,1424,2020-06-25,28746,14
995,1425,2020-06-26,31344,14
996,1426,2020-06-25,6590,15
997,1427,2020-06-26,7090,15
998,1428,2020-06-25,730,16
999,1429,2020-06-26,798,16
1000,1430,2020-06-25,783,17
1001,1431,2020-06-26,855,17
1002,1432,2020-06-25,318,18
1003,1433,2020-06-26,337,18
1004,1434,2020-06-25,2965,19
1005,1435,2020-06-26,3218,19
1006,1436,2020-06-25,56780,20
1007,1437,2020-06-26,57941,20
1008,1438,2020-06-27,23658,12
1009,1439,2020-06-27,1160,13
1010,1440,2020-06-27,34285,14
1011,1441,2020-06-27,7786,15
1012,1442,2020-06-27,862,16
1013,1443,2020-06-27,925,17
1014,1444,2020-06-27,355,18
1015,1445,2020-06-27,3454,19
1016,1446,2020-06-27,59315,20
1017,1447,2020-06-28,25099,12
1018,1448,2020-06-28,1279,13
1019,1449,2020-06-28,36895,14
1020,1450,2020-06-28,8433,15
1021,1451,2020-06-28,935,16
1022,1452,2020-06-28,1015,17
1023,1453,2020-06-28,385,18
1024,1454,2020-06-28,3647,19
1025,1455,2020-06-28,60445,20
1026,1456,2020-06-29,26195,12
1027,1457,2020-06-29,1377,13
1028,1458,2020-06-29,39841,14
1029,1459,2020-06-29,9041,15
1030,1460,2020-06-29,1011,16
1031,1461,2020-06-29,1089,17
1032,1462,2020-06-29,404,18
1033,1463,2020-06-29,3931,19
1034,1464,2020-06-29,61375,20
1035,1465,2020-06-30,27686,12
1036,1466,2020-07-01,29340,12
1037,1467,2020-06-30,1514,13
1038,1468,2020-07-01,1672,13
1039,1469,2020-06-30,42881,14
1040,1470,2020-07-01,45944,14
1041,1471,2020-06-30,9674,15
1042,1472,2020-07-01,10632,15
1043,1473,2020-06-30,1131,16
1044,1474,2020-07-01,1175,16
1045,1475,2020-06-30,1190,17
1046,1476,2020-07-01,1306,17
1047,1477,2020-06-30,465,18
1048,1478,2020-07-01,494,18
1049,1479,2020-06-30,4187,19
1050,1480,2020-07-01,4393,19
1051,1481,2020-06-30,62481,20
1052,1482,2020-07-01,64377,20
1053,1483,2020-07-02,30603,12
1054,1484,2020-07-02,1886,13
1055,1485,2020-07-02,49937,14
1056,1486,2020-07-02,11669,15
1057,1487,2020-07-02,1286,16
1058,1488,2020-07-02,1478,17
1059,1489,2020-07-02,573,18
1060,1490,2020-07-02,4788,19
1061,1491,2020-07-02,65841,20
1062,1492,2020-07-03,32157,12
1063,1493,2020-07-03,2130,13
1064,1494,2020-07-03,54331,14
1065,1495,2020-07-03,12757,15
1066,1496,2020-07-03,1408,16
1067,1497,2020-07-03,1611,17
1068,1498,2020-07-03,626,18
1069,1499,2020-07-03,5168,19
1070,1500,2020-07-03,66936,20
1071,1501,2020-07-04,34161,12
1072,1502,2020-07-05,35648,12
1073,1503,2020-07-04,2376,13
1074,1504,2020-07-05,2553,13
1075,1505,2020-07-04,59373,14
1076,1506,2020-07-05,63404,14
1077,1507,2020-07-04,13984,15
1078,1508,2020-07-05,15146,15
1079,1509,2020-07-04,1559,16
1080,1510,2020-07-05,1706,16
1081,1511,2020-07-04,1818,17
1082,1512,2020-07-05,1965,17
1083,1513,2020-07-04,686,18
1084,1514,2020-07-05,734,18
1085,1515,2020-07-04,5644,19
1086,1516,2020-07-05,6063,19
1087,1517,2020-07-04,68376,20
1088,1518,2020-07-05,69531,20
1089,1519,2020-07-06,38081,12
1090,1520,2020-07-06,2804,13
1091,1521,2020-07-06,66891,14
1092,1522,2020-07-06,15819,15
1093,1523,2020-07-06,1785,16
1094,1524,2020-07-06,2173,17
1095,1525,2020-07-06,820,18
1096,1526,2020-07-06,6410,19
1097,1527,2020-07-06,70938,20
1098,1528,2020-07-07,40401,12
1099,1529,2020-07-07,3034,13
1100,1530,2020-07-07,71488,14
1101,1531,2020-07-07,16743,15
1102,1532,2020-07-07,1950,16
1103,1533,2020-07-07,2353,17
1104,1534,2020-07-07,888,18
1105,1535,2020-07-07,6842,19
1106,1536,2020-07-07,72156,20
1107,1537,2020-07-08,42357,12
1108,1538,2020-07-08,3259,13
1109,1539,2020-07-08,75015,14
1110,1540,2020-07-08,17962,15
1111,1541,2020-07-08,2131,16
1112,1542,2020-07-08,2528,17
1113,1543,2020-07-08,974,18
1114,1544,2020-07-08,7147,19
1115,1545,2020-07-08,73292,20
1116,1546,2020-07-09,44432,12
1117,1547,2020-07-09,3724,13
1118,1548,2020-07-09,81546,14
1119,1549,2020-07-09,19630,15
1120,1550,2020-07-09,2381,16
1121,1551,2020-07-09,2902,17
1122,1552,2020-07-09,1039,18
1123,1553,2020-07-09,7870,19
1124,1554,2020-07-09,74815,20
1125,1555,2020-07-10,46284,12
1126,1556,2020-07-10,4221,13
1127,1557,2020-07-10,87033,14
1128,1558,2020-07-10,21386,15
1129,1559,2020-07-10,2579,16
1130,1560,2020-07-10,3273,17
1131,1561,2020-07-10,1168,18
1132,1562,2020-07-10,8676,19
1133,1563,2020-07-10,76067,20
1134,1564,2020-07-11,48232,12
1135,1565,2020-07-12,50300,12
1136,1566,2020-07-11,4679,13
1137,1567,2020-07-12,5224,13
1138,1568,2020-07-11,93044,14
1139,1569,2020-07-12,98431,14
1140,1570,2020-07-11,23753,15
1141,1571,2020-07-12,25572,15
1142,1572,2020-07-11,2835,16
1143,1573,2020-07-12,3014,16
1144,1574,2020-07-11,3621,17
1145,1575,2020-07-12,3977,17
1146,1576,2020-07-11,1266,18
1147,1577,2020-07-12,1401,18
1148,1578,2020-07-11,9418,19
1149,1579,2020-07-12,9924,19
1150,1580,2020-07-11,77336,20
1151,1581,2020-07-12,78399,20
1152,1582,2020-07-13,52058,12
1153,1583,2020-07-13,5632,13
1154,1584,2020-07-13,103713,14
1155,1585,2020-07-13,27387,15
1156,1586,2020-07-13,3316,16
1157,1587,2020-07-13,4299,17
1158,1588,2020-07-13,1522,18
1159,1589,2020-07-13,10525,19
1160,1590,2020-07-13,79344,20
